2010-05-01 19:06:07 startup archives unpack
2010-05-09 22:51:03 install libsndfile1-dev <none> 1.0.21-2
2010-05-09 22:51:03 status half-installed libsndfile1-dev 1.0.21-2
2010-05-09 22:51:03 status half-installed libsndfile1-dev 1.0.21-2
2010-05-09 22:51:05 status unpacked libsndfile1-dev 1.0.21-2
2010-05-09 22:51:05 status unpacked libsndfile1-dev 1.0.21-2
2010-05-09 22:51:06 install libfluidsynth-dev <none> 1.1.1-2build1
2010-05-09 22:51:06 status half-installed libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:51:08 status unpacked libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:51:08 status unpacked libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:51:08 install libftgl2 <none> 2.1.3~rc5-3
2010-05-09 22:51:08 status half-installed libftgl2 2.1.3~rc5-3
2010-05-09 22:51:08 status unpacked libftgl2 2.1.3~rc5-3
2010-05-09 22:51:08 status unpacked libftgl2 2.1.3~rc5-3
2010-05-09 22:51:08 install libgif-dev <none> 4.1.6-9
2010-05-09 22:51:08 status half-installed libgif-dev 4.1.6-9
2010-05-09 22:51:10 status unpacked libgif-dev 4.1.6-9
2010-05-09 22:51:10 status unpacked libgif-dev 4.1.6-9
2010-05-09 22:51:10 install mesa-common-dev <none> 7.7.1-1ubuntu3
2010-05-09 22:51:10 status half-installed mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:51:14 status unpacked mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:51:14 status unpacked mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:51:14 install libgl1-mesa-dev <none> 7.7.1-1ubuntu3
2010-05-09 22:51:14 status half-installed libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:14 status unpacked libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:14 status unpacked libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:15 install libglu1-mesa-dev <none> 7.7.1-1ubuntu3
2010-05-09 22:51:15 status half-installed libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:15 status unpacked libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:15 status unpacked libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:51:15 install libimlib2 <none> 1.4.2-5build1
2010-05-09 22:51:15 status half-installed libimlib2 1.4.2-5build1
2010-05-09 22:51:17 status unpacked libimlib2 1.4.2-5build1
2010-05-09 22:51:17 status unpacked libimlib2 1.4.2-5build1
2010-05-09 22:51:17 install libtiffxx0c2 <none> 3.9.2-2
2010-05-09 22:51:17 status half-installed libtiffxx0c2 3.9.2-2
2010-05-09 22:51:17 status unpacked libtiffxx0c2 3.9.2-2
2010-05-09 22:51:17 status unpacked libtiffxx0c2 3.9.2-2
2010-05-09 22:51:17 install libtiff4-dev <none> 3.9.2-2
2010-05-09 22:51:17 status half-installed libtiff4-dev 3.9.2-2
2010-05-09 22:51:17 status half-installed libtiff4-dev 3.9.2-2
2010-05-09 22:51:20 status unpacked libtiff4-dev 3.9.2-2
2010-05-09 22:51:20 status unpacked libtiff4-dev 3.9.2-2
2010-05-09 22:51:20 install libimlib2-dev <none> 1.4.2-5build1
2010-05-09 22:51:20 status half-installed libimlib2-dev 1.4.2-5build1
2010-05-09 22:51:20 status half-installed libimlib2-dev 1.4.2-5build1
2010-05-09 22:51:20 status half-installed libimlib2-dev 1.4.2-5build1
2010-05-09 22:51:23 status unpacked libimlib2-dev 1.4.2-5build1
2010-05-09 22:51:23 status unpacked libimlib2-dev 1.4.2-5build1
2010-05-09 22:51:23 install libmad0-dev <none> 0.15.1b-4ubuntu1
2010-05-09 22:51:23 status half-installed libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:51:24 status unpacked libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:51:24 status unpacked libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:51:24 install libmms-dev <none> 0.4-2
2010-05-09 22:51:24 status half-installed libmms-dev 0.4-2
2010-05-09 22:51:25 status unpacked libmms-dev 0.4-2
2010-05-09 22:51:25 status unpacked libmms-dev 0.4-2
2010-05-09 22:51:25 install libusb-dev <none> 2:0.1.12-14
2010-05-09 22:51:25 status half-installed libusb-dev 2:0.1.12-14
2010-05-09 22:51:26 status half-installed libusb-dev 2:0.1.12-14
2010-05-09 22:51:26 status half-installed libusb-dev 2:0.1.12-14
2010-05-09 22:51:28 status unpacked libusb-dev 2:0.1.12-14
2010-05-09 22:51:28 status unpacked libusb-dev 2:0.1.12-14
2010-05-09 22:51:28 install libmtp-dev <none> 1.0.2-1ubuntu1
2010-05-09 22:51:28 status half-installed libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:51:29 status unpacked libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:51:29 status unpacked libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:51:29 install libneon27-gnutls-dev <none> 0.29.0-1
2010-05-09 22:51:29 status half-installed libneon27-gnutls-dev 0.29.0-1
2010-05-09 22:51:29 status half-installed libneon27-gnutls-dev 0.29.0-1
2010-05-09 22:51:35 status unpacked libneon27-gnutls-dev 0.29.0-1
2010-05-09 22:51:35 status unpacked libneon27-gnutls-dev 0.29.0-1
2010-05-09 22:51:35 install libprojectm-data <none> 1.2.0-3
2010-05-09 22:51:35 status half-installed libprojectm-data 1.2.0-3
2010-05-09 22:51:58 status unpacked libprojectm-data 1.2.0-3
2010-05-09 22:51:58 status unpacked libprojectm-data 1.2.0-3
2010-05-09 22:51:58 install libprojectm2 <none> 1.2.0-3
2010-05-09 22:51:58 status half-installed libprojectm2 1.2.0-3
2010-05-09 22:51:58 status unpacked libprojectm2 1.2.0-3
2010-05-09 22:51:59 status unpacked libprojectm2 1.2.0-3
2010-05-09 22:51:59 install libprojectm-dev <none> 1.2.0-3
2010-05-09 22:51:59 status half-installed libprojectm-dev 1.2.0-3
2010-05-09 22:51:59 status unpacked libprojectm-dev 1.2.0-3
2010-05-09 22:51:59 status unpacked libprojectm-dev 1.2.0-3
2010-05-09 22:52:00 install libresid-builder-dev <none> 2.1.1-8
2010-05-09 22:52:00 status half-installed libresid-builder-dev 2.1.1-8
2010-05-09 22:52:00 status unpacked libresid-builder-dev 2.1.1-8
2010-05-09 22:52:00 status unpacked libresid-builder-dev 2.1.1-8
2010-05-09 22:52:00 install libaudio-dev <none> 1.9.2-3
2010-05-09 22:52:00 status half-installed libaudio-dev 1.9.2-3
2010-05-09 22:52:00 status half-installed libaudio-dev 1.9.2-3
2010-05-09 22:52:07 status unpacked libaudio-dev 1.9.2-3
2010-05-09 22:52:07 status unpacked libaudio-dev 1.9.2-3
2010-05-09 22:52:07 install libsdl1.2-dev <none> 1.2.14-4ubuntu1
2010-05-09 22:52:07 status half-installed libsdl1.2-dev 1.2.14-4ubuntu1
2010-05-09 22:52:07 status half-installed libsdl1.2-dev 1.2.14-4ubuntu1
2010-05-09 22:52:07 status half-installed libsdl1.2-dev 1.2.14-4ubuntu1
2010-05-09 22:52:24 status unpacked libsdl1.2-dev 1.2.14-4ubuntu1
2010-05-09 22:52:24 status unpacked libsdl1.2-dev 1.2.14-4ubuntu1
2010-05-09 22:52:25 install libspeex-dev <none> 1.2~rc1-1ubuntu1
2010-05-09 22:52:25 status half-installed libspeex-dev 1.2~rc1-1ubuntu1
2010-05-09 22:52:25 status unpacked libspeex-dev 1.2~rc1-1ubuntu1
2010-05-09 22:52:25 status unpacked libspeex-dev 1.2~rc1-1ubuntu1
2010-05-09 22:52:25 install libtheora-dev <none> 1.1.1+dfsg.1-3
2010-05-09 22:52:25 status half-installed libtheora-dev 1.1.1+dfsg.1-3
2010-05-09 22:52:27 status unpacked libtheora-dev 1.1.1+dfsg.1-3
2010-05-09 22:52:27 status unpacked libtheora-dev 1.1.1+dfsg.1-3
2010-05-09 22:52:27 install libshout3-dev <none> 2.2.2-5ubuntu1
2010-05-09 22:52:27 status half-installed libshout3-dev 2.2.2-5ubuntu1
2010-05-09 22:52:28 status unpacked libshout3-dev 2.2.2-5ubuntu1
2010-05-09 22:52:28 status unpacked libshout3-dev 2.2.2-5ubuntu1
2010-05-09 22:52:28 install libsidplay2-dev <none> 2.1.1-8
2010-05-09 22:52:28 status half-installed libsidplay2-dev 2.1.1-8
2010-05-09 22:52:30 status unpacked libsidplay2-dev 2.1.1-8
2010-05-09 22:52:30 status unpacked libsidplay2-dev 2.1.1-8
2010-05-09 22:52:30 install libtag1-dev <none> 1.6.3-0ubuntu1
2010-05-09 22:52:30 status half-installed libtag1-dev 1.6.3-0ubuntu1
2010-05-09 22:52:34 status unpacked libtag1-dev 1.6.3-0ubuntu1
2010-05-09 22:52:34 status unpacked libtag1-dev 1.6.3-0ubuntu1
2010-05-09 22:52:35 install libtagc0 <none> 1.6.3-0ubuntu1
2010-05-09 22:52:35 status half-installed libtagc0 1.6.3-0ubuntu1
2010-05-09 22:52:35 status unpacked libtagc0 1.6.3-0ubuntu1
2010-05-09 22:52:35 status unpacked libtagc0 1.6.3-0ubuntu1
2010-05-09 22:52:35 install libtagc0-dev <none> 1.6.3-0ubuntu1
2010-05-09 22:52:35 status half-installed libtagc0-dev 1.6.3-0ubuntu1
2010-05-09 22:52:36 status unpacked libtagc0-dev 1.6.3-0ubuntu1
2010-05-09 22:52:36 status unpacked libtagc0-dev 1.6.3-0ubuntu1
2010-05-09 22:52:36 install libwavpack-dev <none> 4.60.1-1
2010-05-09 22:52:36 status half-installed libwavpack-dev 4.60.1-1
2010-05-09 22:52:36 status unpacked libwavpack-dev 4.60.1-1
2010-05-09 22:52:37 status unpacked libwavpack-dev 4.60.1-1
2010-05-09 22:52:37 install liblircclient-dev <none> 0.8.6-0ubuntu4
2010-05-09 22:52:37 status half-installed liblircclient-dev 0.8.6-0ubuntu4
2010-05-09 22:52:37 status unpacked liblircclient-dev 0.8.6-0ubuntu4
2010-05-09 22:52:37 status unpacked liblircclient-dev 0.8.6-0ubuntu4
2010-05-09 22:52:37 trigproc doc-base 0.9.5 0.9.5
2010-05-09 22:52:37 status half-configured doc-base 0.9.5
2010-05-09 22:52:39 status installed doc-base 0.9.5
2010-05-09 22:52:39 trigproc man-db 2.5.7-2 2.5.7-2
2010-05-09 22:52:39 status half-configured man-db 2.5.7-2
2010-05-09 22:52:44 status installed man-db 2.5.7-2
2010-05-09 22:52:44 trigproc install-info 4.13a.dfsg.1-5ubuntu1 4.13a.dfsg.1-5ubuntu1
2010-05-09 22:52:44 status half-configured install-info 4.13a.dfsg.1-5ubuntu1
2010-05-09 22:52:45 status installed install-info 4.13a.dfsg.1-5ubuntu1
2010-05-09 22:52:46 startup packages configure
2010-05-09 22:52:46 configure libglade2-dev 1:2.6.4-1build1 1:2.6.4-1build1
2010-05-09 22:52:46 status unpacked libglade2-dev 1:2.6.4-1build1
2010-05-09 22:52:47 status half-configured libglade2-dev 1:2.6.4-1build1
2010-05-09 22:52:47 status installed libglade2-dev 1:2.6.4-1build1
2010-05-09 22:52:47 configure libmcs-dev 0.7.1-1 0.7.1-1
2010-05-09 22:52:47 status unpacked libmcs-dev 0.7.1-1
2010-05-09 22:52:47 status half-configured libmcs-dev 0.7.1-1
2010-05-09 22:52:47 status installed libmcs-dev 0.7.1-1
2010-05-09 22:52:47 configure libmowgli-dev 0.6.1-1 0.6.1-1
2010-05-09 22:52:47 status unpacked libmowgli-dev 0.6.1-1
2010-05-09 22:52:47 status half-configured libmowgli-dev 0.6.1-1
2010-05-09 22:52:47 status installed libmowgli-dev 0.6.1-1
2010-05-09 22:52:47 configure libsamplerate0-dev 0.1.7-3 0.1.7-3
2010-05-09 22:52:47 status unpacked libsamplerate0-dev 0.1.7-3
2010-05-09 22:52:47 status half-configured libsamplerate0-dev 0.1.7-3
2010-05-09 22:52:47 status installed libsamplerate0-dev 0.1.7-3
2010-05-09 22:52:47 configure audacious-dev 2.3-1ubuntu4 2.3-1ubuntu4
2010-05-09 22:52:47 status unpacked audacious-dev 2.3-1ubuntu4
2010-05-09 22:52:47 status half-configured audacious-dev 2.3-1ubuntu4
2010-05-09 22:52:47 status installed audacious-dev 2.3-1ubuntu4
2010-05-09 22:52:47 configure libgssrpc4 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:47 status unpacked libgssrpc4 1.8.1+dfsg-2
2010-05-09 22:52:47 status half-configured libgssrpc4 1.8.1+dfsg-2
2010-05-09 22:52:48 status installed libgssrpc4 1.8.1+dfsg-2
2010-05-09 22:52:48 status triggers-pending libc-bin 2.11.1-0ubuntu7
2010-05-09 22:52:48 configure libkdb5-4 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:48 status unpacked libkdb5-4 1.8.1+dfsg-2
2010-05-09 22:52:48 status half-configured libkdb5-4 1.8.1+dfsg-2
2010-05-09 22:52:48 status installed libkdb5-4 1.8.1+dfsg-2
2010-05-09 22:52:48 configure libkadm5srv-mit7 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:48 status unpacked libkadm5srv-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 status half-configured libkadm5srv-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 status installed libkadm5srv-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 configure libkadm5clnt-mit7 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:48 status unpacked libkadm5clnt-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 status half-configured libkadm5clnt-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 status installed libkadm5clnt-mit7 1.8.1+dfsg-2
2010-05-09 22:52:48 configure comerr-dev 2.1-1.41.11-1ubuntu2 2.1-1.41.11-1ubuntu2
2010-05-09 22:52:48 status unpacked comerr-dev 2.1-1.41.11-1ubuntu2
2010-05-09 22:52:48 status half-configured comerr-dev 2.1-1.41.11-1ubuntu2
2010-05-09 22:52:49 status installed comerr-dev 2.1-1.41.11-1ubuntu2
2010-05-09 22:52:49 configure krb5-multidev 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:49 status unpacked krb5-multidev 1.8.1+dfsg-2
2010-05-09 22:52:49 status half-configured krb5-multidev 1.8.1+dfsg-2
2010-05-09 22:52:49 status installed krb5-multidev 1.8.1+dfsg-2
2010-05-09 22:52:49 configure libslang2-dev 2.2.2-2ubuntu1 2.2.2-2ubuntu1
2010-05-09 22:52:49 status unpacked libslang2-dev 2.2.2-2ubuntu1
2010-05-09 22:52:49 status half-configured libslang2-dev 2.2.2-2ubuntu1
2010-05-09 22:52:49 status installed libslang2-dev 2.2.2-2ubuntu1
2010-05-09 22:52:49 configure libaa1-dev 1.4p5-38build1 1.4p5-38build1
2010-05-09 22:52:49 status unpacked libaa1-dev 1.4p5-38build1
2010-05-09 22:52:49 status half-configured libaa1-dev 1.4p5-38build1
2010-05-09 22:52:49 status installed libaa1-dev 1.4p5-38build1
2010-05-09 22:52:49 configure libasound2-dev 1.0.22-0ubuntu7 1.0.22-0ubuntu7
2010-05-09 22:52:49 status unpacked libasound2-dev 1.0.22-0ubuntu7
2010-05-09 22:52:49 status half-configured libasound2-dev 1.0.22-0ubuntu7
2010-05-09 22:52:49 status installed libasound2-dev 1.0.22-0ubuntu7
2010-05-09 22:52:49 configure libaudiofile-dev 0.2.6-8ubuntu1 0.2.6-8ubuntu1
2010-05-09 22:52:49 status unpacked libaudiofile-dev 0.2.6-8ubuntu1
2010-05-09 22:52:49 status half-configured libaudiofile-dev 0.2.6-8ubuntu1
2010-05-09 22:52:49 status installed libaudiofile-dev 0.2.6-8ubuntu1
2010-05-09 22:52:49 configure libavutil-dev 4:0.5.1-1ubuntu1 4:0.5.1-1ubuntu1
2010-05-09 22:52:49 status unpacked libavutil-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:49 status half-configured libavutil-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status installed libavutil-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 configure libavcodec-dev 4:0.5.1-1ubuntu1 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status unpacked libavcodec-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status half-configured libavcodec-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status installed libavcodec-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 configure libavformat-dev 4:0.5.1-1ubuntu1 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status unpacked libavformat-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status half-configured libavformat-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 status installed libavformat-dev 4:0.5.1-1ubuntu1
2010-05-09 22:52:50 configure libbinio-dev 1.4-14 1.4-14
2010-05-09 22:52:50 status unpacked libbinio-dev 1.4-14
2010-05-09 22:52:50 status half-configured libbinio-dev 1.4-14
2010-05-09 22:52:50 status installed libbinio-dev 1.4-14
2010-05-09 22:52:50 configure libcaca-dev 0.99.beta16-3 0.99.beta16-3
2010-05-09 22:52:50 status unpacked libcaca-dev 0.99.beta16-3
2010-05-09 22:52:50 status half-configured libcaca-dev 0.99.beta16-3
2010-05-09 22:52:50 status installed libcaca-dev 0.99.beta16-3
2010-05-09 22:52:50 configure libcddb2-dev 1.3.2-0ubuntu1 1.3.2-0ubuntu1
2010-05-09 22:52:50 status unpacked libcddb2-dev 1.3.2-0ubuntu1
2010-05-09 22:52:50 status half-configured libcddb2-dev 1.3.2-0ubuntu1
2010-05-09 22:52:50 status installed libcddb2-dev 1.3.2-0ubuntu1
2010-05-09 22:52:50 configure libcdio-dev 0.81-4 0.81-4
2010-05-09 22:52:50 status unpacked libcdio-dev 0.81-4
2010-05-09 22:52:51 status half-configured libcdio-dev 0.81-4
2010-05-09 22:52:51 status installed libcdio-dev 0.81-4
2010-05-09 22:52:51 configure libcdio-cdda-dev 0.81-4 0.81-4
2010-05-09 22:52:51 status unpacked libcdio-cdda-dev 0.81-4
2010-05-09 22:52:51 status half-configured libcdio-cdda-dev 0.81-4
2010-05-09 22:52:51 status installed libcdio-cdda-dev 0.81-4
2010-05-09 22:52:51 configure libcue-dev 1.3.0-1 1.3.0-1
2010-05-09 22:52:51 status unpacked libcue-dev 1.3.0-1
2010-05-09 22:52:51 status half-configured libcue-dev 1.3.0-1
2010-05-09 22:52:51 status installed libcue-dev 1.3.0-1
2010-05-09 22:52:51 configure libkrb5-dev 1.8.1+dfsg-2 1.8.1+dfsg-2
2010-05-09 22:52:51 status unpacked libkrb5-dev 1.8.1+dfsg-2
2010-05-09 22:52:51 status half-configured libkrb5-dev 1.8.1+dfsg-2
2010-05-09 22:52:51 status installed libkrb5-dev 1.8.1+dfsg-2
2010-05-09 22:52:51 configure libldap2-dev 2.4.21-0ubuntu5 2.4.21-0ubuntu5
2010-05-09 22:52:51 status unpacked libldap2-dev 2.4.21-0ubuntu5
2010-05-09 22:52:51 status half-configured libldap2-dev 2.4.21-0ubuntu5
2010-05-09 22:52:51 status installed libldap2-dev 2.4.21-0ubuntu5
2010-05-09 22:52:51 configure libcurl4-gnutls-dev 7.19.7-1ubuntu1 7.19.7-1ubuntu1
2010-05-09 22:52:51 status unpacked libcurl4-gnutls-dev 7.19.7-1ubuntu1
2010-05-09 22:52:51 status half-configured libcurl4-gnutls-dev 7.19.7-1ubuntu1
2010-05-09 22:52:51 status installed libcurl4-gnutls-dev 7.19.7-1ubuntu1
2010-05-09 22:52:51 configure libdrm-dev 2.4.18-1ubuntu3 2.4.18-1ubuntu3
2010-05-09 22:52:51 status unpacked libdrm-dev 2.4.18-1ubuntu3
2010-05-09 22:52:52 status half-configured libdrm-dev 2.4.18-1ubuntu3
2010-05-09 22:52:52 status installed libdrm-dev 2.4.18-1ubuntu3
2010-05-09 22:52:52 configure libesd0-dev 0.2.41-6ubuntu1 0.2.41-6ubuntu1
2010-05-09 22:52:52 status unpacked libesd0-dev 0.2.41-6ubuntu1
2010-05-09 22:52:52 status half-configured libesd0-dev 0.2.41-6ubuntu1
2010-05-09 22:52:52 status installed libesd0-dev 0.2.41-6ubuntu1
2010-05-09 22:52:52 configure libfaad-dev 2.7-4 2.7-4
2010-05-09 22:52:52 status unpacked libfaad-dev 2.7-4
2010-05-09 22:52:52 status half-configured libfaad-dev 2.7-4
2010-05-09 22:52:52 status installed libfaad-dev 2.7-4
2010-05-09 22:52:52 configure libogg-dev 1.1.4~dfsg-2 1.1.4~dfsg-2
2010-05-09 22:52:52 status unpacked libogg-dev 1.1.4~dfsg-2
2010-05-09 22:52:52 status half-configured libogg-dev 1.1.4~dfsg-2
2010-05-09 22:52:52 status installed libogg-dev 1.1.4~dfsg-2
2010-05-09 22:52:52 configure libflac-dev 1.2.1-2build2 1.2.1-2build2
2010-05-09 22:52:52 status unpacked libflac-dev 1.2.1-2build2
2010-05-09 22:52:52 status half-configured libflac-dev 1.2.1-2build2
2010-05-09 22:52:52 status installed libflac-dev 1.2.1-2build2
2010-05-09 22:52:52 configure uuid-dev 2.17.2-0ubuntu1 2.17.2-0ubuntu1
2010-05-09 22:52:52 status unpacked uuid-dev 2.17.2-0ubuntu1
2010-05-09 22:52:52 status half-configured uuid-dev 2.17.2-0ubuntu1
2010-05-09 22:52:53 status installed uuid-dev 2.17.2-0ubuntu1
2010-05-09 22:52:53 configure liblash-dev 0.5.4-0ubuntu5 0.5.4-0ubuntu5
2010-05-09 22:52:53 status unpacked liblash-dev 0.5.4-0ubuntu5
2010-05-09 22:52:53 status half-configured liblash-dev 0.5.4-0ubuntu5
2010-05-09 22:52:53 status installed liblash-dev 0.5.4-0ubuntu5
2010-05-09 22:52:53 configure libjack-dev 0.118+svn3796-1ubuntu2 0.118+svn3796-1ubuntu2
2010-05-09 22:52:53 status unpacked libjack-dev 0.118+svn3796-1ubuntu2
2010-05-09 22:52:53 status half-configured libjack-dev 0.118+svn3796-1ubuntu2
2010-05-09 22:52:53 status installed libjack-dev 0.118+svn3796-1ubuntu2
2010-05-09 22:52:53 configure libpulse-dev 1:0.9.22~0.9.21+stable-queue-32-g8478-0ubuntu14 1:0.9.22~0.9.21+stable-queue-32-g8478-0ubuntu14
2010-05-09 22:52:53 status unpacked libpulse-dev 1:0.9.22~0.9.21+stable-queue-32-g8478-0ubuntu14
2010-05-09 22:52:53 status half-configured libpulse-dev 1:0.9.22~0.9.21+stable-queue-32-g8478-0ubuntu14
2010-05-09 22:52:53 status installed libpulse-dev 1:0.9.22~0.9.21+stable-queue-32-g8478-0ubuntu14
2010-05-09 22:52:53 configure libvorbis-dev 1.2.3-3ubuntu1 1.2.3-3ubuntu1
2010-05-09 22:52:53 status unpacked libvorbis-dev 1.2.3-3ubuntu1
2010-05-09 22:52:53 status half-configured libvorbis-dev 1.2.3-3ubuntu1
2010-05-09 22:52:53 status installed libvorbis-dev 1.2.3-3ubuntu1
2010-05-09 22:52:53 configure libsndfile1-dev 1.0.21-2 1.0.21-2
2010-05-09 22:52:53 status unpacked libsndfile1-dev 1.0.21-2
2010-05-09 22:52:53 status half-configured libsndfile1-dev 1.0.21-2
2010-05-09 22:52:54 status installed libsndfile1-dev 1.0.21-2
2010-05-09 22:52:54 configure libfluidsynth-dev 1.1.1-2build1 1.1.1-2build1
2010-05-09 22:52:54 status unpacked libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:52:54 status half-configured libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:52:54 status installed libfluidsynth-dev 1.1.1-2build1
2010-05-09 22:52:54 configure libftgl2 2.1.3~rc5-3 2.1.3~rc5-3
2010-05-09 22:52:54 status unpacked libftgl2 2.1.3~rc5-3
2010-05-09 22:52:54 status half-configured libftgl2 2.1.3~rc5-3
2010-05-09 22:52:54 status installed libftgl2 2.1.3~rc5-3
2010-05-09 22:52:54 configure libgif-dev 4.1.6-9 4.1.6-9
2010-05-09 22:52:54 status unpacked libgif-dev 4.1.6-9
2010-05-09 22:52:54 status half-configured libgif-dev 4.1.6-9
2010-05-09 22:52:55 status installed libgif-dev 4.1.6-9
2010-05-09 22:52:55 configure mesa-common-dev 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-09 22:52:55 status unpacked mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status half-configured mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status installed mesa-common-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 configure libgl1-mesa-dev 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-09 22:52:55 status unpacked libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status half-configured libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status installed libgl1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 configure libglu1-mesa-dev 7.7.1-1ubuntu3 7.7.1-1ubuntu3
2010-05-09 22:52:55 status unpacked libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status half-configured libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 status installed libglu1-mesa-dev 7.7.1-1ubuntu3
2010-05-09 22:52:55 configure libimlib2 1.4.2-5build1 1.4.2-5build1
2010-05-09 22:52:55 status unpacked libimlib2 1.4.2-5build1
2010-05-09 22:52:55 status half-configured libimlib2 1.4.2-5build1
2010-05-09 22:52:55 status installed libimlib2 1.4.2-5build1
2010-05-09 22:52:55 configure libtiffxx0c2 3.9.2-2 3.9.2-2
2010-05-09 22:52:55 status unpacked libtiffxx0c2 3.9.2-2
2010-05-09 22:52:55 status half-configured libtiffxx0c2 3.9.2-2
2010-05-09 22:52:55 status installed libtiffxx0c2 3.9.2-2
2010-05-09 22:52:56 configure libtiff4-dev 3.9.2-2 3.9.2-2
2010-05-09 22:52:56 status unpacked libtiff4-dev 3.9.2-2
2010-05-09 22:52:56 status half-configured libtiff4-dev 3.9.2-2
2010-05-09 22:52:56 status installed libtiff4-dev 3.9.2-2
2010-05-09 22:52:56 configure libimlib2-dev 1.4.2-5build1 1.4.2-5build1
2010-05-09 22:52:56 status unpacked libimlib2-dev 1.4.2-5build1
2010-05-09 22:52:56 status half-configured libimlib2-dev 1.4.2-5build1
2010-05-09 22:52:56 status installed libimlib2-dev 1.4.2-5build1
2010-05-09 22:52:56 configure libmad0-dev 0.15.1b-4ubuntu1 0.15.1b-4ubuntu1
2010-05-09 22:52:56 status unpacked libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:52:56 status half-configured libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:52:56 status installed libmad0-dev 0.15.1b-4ubuntu1
2010-05-09 22:52:56 configure libmms-dev 0.4-2 0.4-2
2010-05-09 22:52:56 status unpacked libmms-dev 0.4-2
2010-05-09 22:52:56 status half-configured libmms-dev 0.4-2
2010-05-09 22:52:56 status installed libmms-dev 0.4-2
2010-05-09 22:52:56 configure libusb-dev 2:0.1.12-14 2:0.1.12-14
2010-05-09 22:52:56 status unpacked libusb-dev 2:0.1.12-14
2010-05-09 22:52:56 status half-configured libusb-dev 2:0.1.12-14
2010-05-09 22:52:56 status installed libusb-dev 2:0.1.12-14
2010-05-09 22:52:56 configure libmtp-dev 1.0.2-1ubuntu1 1.0.2-1ubuntu1
2010-05-09 22:52:56 status unpacked libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:52:57 status half-configured libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:52:57 status installed libmtp-dev 1.0.2-1ubuntu1
2010-05-09 22:52:57 configure libneon27-gnutls-dev 0.29.0-1 0.29.0-1
2010-05-09 22:52:57 status unpacked libneon27-gnutls-dev 0.29.0-1
2010-05-09 22:52:57 status half-configured libneon27-gnutls-dev 0.29.0-1
